Cruise,Year,Month,Day,Local time (GMT+7),Area,Station,Lat,Lon,Sample_ID,Total Depth (m),Sampling level,Sampling depth (m),Sample_Type2,D50,OC %,N %,Sed_Temp (°C),Sed_pH,Sed_ORP (mV),Wind speed (m/s),Wind direction (toward-azimuth) angle,Wind direction,Air temperature (๐C),Air pressure (mbar),Sea state,Sea state remark,Cloud cover,Transparency (m),Water temperature_meter (_deg_C),Water temperature_ctd (_deg_C),Water temperature_AAQ (_deg_C),Salinity_meter (psu),Salinity_ctd (psu),Salinity_AAQ (psu),Water_Cond. (mS/cm),Density (kg/m3),DO_Titrate (mg/L),DO_meter (mg/L),DO_CTD (mg/L),DO_AAQ (mg/L),DO_CTD-Corrected (mg/L),TSS (mg/L),Chl-a_spectro (ug/L),Chl-a_ctd (ug/L),Chl-a_AAQ (ug/L),pH,pH_CTD,pH_AAQ,OA,Phytoplankton,Zooplankton,Remark,TA (umol/kgSW),pH@25C (Spectrophotometric method),"pH 
(TOTscale)",pCO2 out (uatm),HCO3 out (umol/kgSW),CO3 out (umol/kgSW),CO2 out (umol/kgSW),"Ca
saturation","Ar
saturation","DIC est.
(umol/kgSW)",Ave,SD,Ave,SD,Saturation (nmol/KgSW),Saturation anomaly (%),Ave,SD,Saturation (nmol/KgSW),Saturation anomaly (%),pN2Oair,Phosphate (uM),Silicate (uM),Nitrite (uM),Ammonia (uM),Nitrate (uM),DOC,"TDN
(uM)","TDP
(uM)","Mn
(nM)","Mo
(nM)","U
(nM)","V
(nM)","Exchangeable Ammonia
(ug/g)","Exchangeable Nitrate
(ug/g)","Exchangeable Silicate
(ug/g)","Exchangeable Phosphate
(ug/g)","Total Phosphorus
(ug/g)","Total Silicate
(ug/g)","Total Nitrogen
(ug/g)","Calcium carbonate
(ug/g)",Total Organic Content (%),Clay,Silt,Sand,Sulfide (umol-S/g),Fraction-1_NH3,Fraction-1_NO2-,Fraction-1_N_Sum,Fraction-2_NH3,Fraction-2_NO2-,Fraction-2_N_Sum,Fraction-3_NH3,Fraction-3_NO2-,Fraction-3_N_Sum,Fraction-4_NH3,Fraction-4_NO2-,Fraction-4_N_Sum,Fraction-1_Phosphorus,Fraction-2_Phosphorus,Fraction-3_Phosphorus,Fraction-4_Phosphorus
GoT,2024,11,26,10:16,,49,13.23394,100.79963,,21.8,M,10,,,,,,,,,,,,,,,,4.8,29.60,29.74,29.74,29.10,32.11,31.74,,,6.29,,6.482,6.19,6.156301755,5.2,,0.82,1.2,8.11,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0946,8.5755,0.2326,4.6751,1.0255,187.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,26,10:16,,49,13.23394,100.79963,,21.8,B,20,,,,,,,,,,,,,,,,4.8,29.80,29.74,29.74,29.10,32.18,31.75,,,7.19,,6.443,6.14,6.116985336,15.45,,0.99,1.58,8.12,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0463,13.5709,0.1868,5.2146,1.251,144.5636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,26,13:00,,50,13.28313,100.80033,,20,S,1,,,,,,,,6,NE,,,,,,,4.1,29.90,29.95,29.95,29.00,31.85,31.74,,,,,6.735,6.43,6.345020562,,,0.52,0.79,8.15,8.21,,,,,แดดแรง ลมแรง น้ำสีเขียวใส (ปกติ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,26,13:00,,50,13.28313,100.80033,,20,M,10,,,,,,,,,,,,,,,,4.1,29.80,29.76,29.76,29.00,31.93,31.74,,,,,6.603,6.27,6.219208024,,,1.32,1.23,8.14,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,26,13:00,,50,13.28313,100.80033,,20,B,19,,,,,,,,,,,,,,,,4.1,30.10,29.73,29.73,29.00,31.95,31.75,,,,,6.513,6.14,6.116985336,,,1.28,1.6,8.11,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,26,13:45,,51,13.33119,100.80005,,18,S,1,,,,,,,,8,NE,,,,,,,2.7,29.90,29.75,29.76,28.90,31.69,31.56,,,6.6,,7.707,7,6.793227728,7.9,1.6756,1.6,1.9,8.21,8.2,,,√,,แดดแรง ลมแรง น้ำสีเขียวใส (ปกติ),,,,,,,,,,,,,,,,,,,,,,0.0946,9.1013,0.141,5.3944,1.5398,178.5715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,26,13:45,,51,13.33119,100.80005,,18,M,9,,,,,,,,,,,,,,,,2.7,29.60,29.60,29.61,28.90,31.79,31.63,,,6.91,,7.193,6.61,6.486559667,5.8,,1.79,1.6,8.19,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1429,9.2766,0.1639,8.4512,1.5678,151.5106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,26,13:45,,51,13.33119,100.80005,,18,B,17,,,,,,,,,,,,,,,,2.7,29.30,29.49,29.50,29.00,31.84,31.63,,,6.54,,6.823,6.33,6.266387725,14,,1.34,2.66,8.15,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1188,6.4722,0.141,6.9228,1.336,151.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,26,14:35,,52,13.36339,100.80032,,15.6,S,1,,,,,,,,2,NE,,,,,,,2.8,29.30,29.60,29.58,28.60,31.39,31.26,,,,,8.897,7.73,7.367247433,,,2.66,3.94,8.2,8.15,,,,,แดดแรง ลมแรง น้ำสีเขียวใส (ปกติ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,26,14:35,,52,13.36339,100.80032,,15.6,M,7,,,,,,,,,,,,,,,,2.8,29.40,29.39,29.42,28.60,31.60,31.43,,,,,7.58,6.85,6.675278474,,,4.79,4.96,8.19,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,26,14:35,,52,13.36339,100.80032,,15.6,B,14,,,,,,,,,,,,,,,,2.8,29.40,29.47,29.48,28.80,31.76,31.52,,,,,6.55,5.95,5.967582947,,,2.73,3.44,8.17,8.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,26,15:20,,54,13.36421,100.86465,,10,S,1,,,,,,,,7,NE,,,,,,,2.1,29.60,29.68,29.68,28.40,31.10,31.00,,,7.16,,8.573,7.5,7.18639191,6.05,6.3495,3.21,4,8.19,8.15,,,√,√,แดดแรง ลมแรง น้ำสีเขียวใส (ปกติ),,,,,,,,,,,,,,,,,,,,,,0.3845,12.4316,0.2097,4.9448,1.2674,133.5701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,26,15:20,,54,13.36421,100.86465,,10,M,5,,,,,,,,,,,,,,,,2.1,29.60,29.49,29.51,28.40,31.30,31.17,,,7.03,,8.13,7.33,7.052716088,7.8,,4.95,5.61,8.18,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3845,12.2563,0.2097,4.6751,1.4711,133.8823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,26,15:20,,54,13.36421,100.86465,,10,B,9,,,,,,,,,,,,,,,,2.1,29.40,29.39,29.40,28.50,31.59,31.45,,,6.68,,5.946,5.48,5.598008617,14.3,,2.21,3.02,8.16,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2879,11.9934,0.2097,8.2714,1.8277,161.9934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,26,16:50,,55,13.35821,100.86703,,7.3,S,1,,,,,,,,6,NE,,,,,,,1.5,29.50,29.76,29.75,27.50,30.13,30.17,,,6.16,,11.712,10.15,9.270162071,8.9,15.3952,12.78,13.82,8.35,8.31,,,√,,แดดอ่อน ลมแรง สีน้ำน้ำตาลแดง,,,,,,,,,,,,,,,,,,,,,,0.2396,13.7462,0.2326,8.0466,1.2955,135.8572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,26,16:50,,55,13.35821,100.86703,,7.3,M,3,,,,,,,,,,,,,,,,1.5,29.50,29.63,29.60,27.60,30.66,30.73,,,9.59,,9.017,7.26,6.997673103,9.1,,7.32,6.77,8.26,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1913,15.7618,0.1639,10.6089,1.466,191.5533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,26,16:50,,55,13.35821,100.86703,,7.3,B,6,,,,,,,,,,,,,,,,1.5,29.50,29.46,29.46,28.00,31.45,31.39,,,6.36,,5.431,4.9,5.141938167,9.3,,3.1,5.51,8.22,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7226,16.1124,0.2097,8.4512,1.4711,134.8008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,26,18:10,,56,13.44067,100.92756,,5,S,1,,,,,,,,5,NE,,,,,,,,29.30,29.56,29.41,22.40,27.68,29.91,,,8.22,,9.931,8.25,7.776138182,9,11.9843,12.02,8.93,8.04,8.13,,,√,,ไม่มีแดด ลมปานกลาง น้ำสีน้ำตาลแดง ห่างจากจุด 1 กิโลเมตร,1848.466632,7.925848147,7.859427043,566.6627315,1550.548592,119.4330669,14.89903979,3.089122078,2.022311831,1684.880699,,,,,,,,,,,,1.3486,49.6648,1.4719,9.7099,7.0201,86.8094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,26,18:10,,56,13.44067,100.92756,,5,M,2.5,,,,,,,,,,,,,,,,0,29.30,29.39,29.42,23.80,30.29,30.23,,,9.27,,8.676,8.19,7.72895848,10.95,,11.84,11.93,8.1,8.11,,,,,,1936.8167,7.991952422,7.927010195,480.2204721,1562.132861,149.5727947,12.51189674,3.781455161,2.498125757,1724.217553,,,,,,,,,,,,0.6723,30.472,0.877,8.4512,4.1553,144.9758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,26,18:10,,56,13.44067,100.92756,,5,B,4,,,,,,,,,,,,,,,,0,29.30,29.39,29.42,23.40,30.52,30.74,,,8.01,,5.201,4.04,4.465695775,13.2,,8.05,8.98,8.12,7.93,,,,,,1931.895362,7.964416456,7.899811756,514.6144857,1574.648385,142.4265202,13.39473223,3.592935603,2.375342957,1730.469638,,,,,,,,,,,,0.9622,35.555,1.1516,9.7099,4.9142,161.4761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,7:00,,57,13.46914,100.97126,,6.5,S,1,,,,,,,,5,NE,,,,,,,0.7,28.70,28.95,29.00,20.00,18.14,20.29,,,4.14,,4.495,4.26,4.638688014,12.64,8.5396,6.36,8.17,7.69,6.94,,,√,,แดดอ่อน ลมสงบ ไม่มีลม น้ำสีน้ำตาลตะกอนขุ่น,1729.155709,7.423073548,7.37883612,1994.087158,1654.800253,31.20196701,55.8096458,0.875380956,0.543121947,1741.811866,,,,,,,,,,,,1.9303,75.7419,1.4911,13.1263,12.213,175.9281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,7:00,,57,13.46914,100.97126,,6.5,M,3,,,,,,,,,,,,,,,,0.7,28.80,29.48,29.48,23.60,30.20,30.24,,,5.36,,4.284,5.32,5.472196079,12.64,,11.12,11.85,7.78,7.78,,,,,,1982.170403,7.750044755,7.687290012,931.5032916,1743.130506,96.15965733,24.23485279,2.433492936,1.607563587,1863.525016,,,,,,,,,,,,0.9158,24.0352,0.53,5.3045,3.3116,158.0578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,7:00,,57,13.46914,100.97126,,6.5,B,5,,,,,,,,,,,,,,,,0.7,28.80,29.53,29.53,26.10,30.43,30.38,,,5.59,,6.467,6.07,6.061942351,14.57,,9.94,12.21,7.79,7.94,,,,,,1971.029477,7.782231439,7.718074313,853.1883056,1715.842456,102.4086723,22.14484139,2.58627377,1.710107213,1840.395969,,,,,,,,,,,,0.8192,23.597,0.5758,4.0458,3.2658,114.4889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,9:08,,C44,13.43261,100.86459,,4.7,S,1,,,,,,,,8,NE,,,,,,,1.1,28.80,29.02,29.03,26.30,28.82,28.81,,,,,7.08,6.94,6.746048027,,,10.46,12.45,7.99,8.09,,,,,แดดปานกลาง ลมแรง น้ำสีน้ำตาลตะกอนขุ่น,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,9:08,,C44,13.43261,100.86459,,4.7,B,4,,,,,,,,,,,,,,,,1.1,29.20,29.54,29.55,28.10,31.37,31.33,,,,,3.448,3.14,3.758000248,,,2.45,3.36,7.9,7.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,10:00,,53,13.41452,100.79777,,10,S,1,,,,,,,,2,NE,,,,,,,2.6,29.20,29.13,29.13,27.30,29.78,29.81,,,6.33,,9.206,8.27,7.791864749,4.35,10.2534,5.54,7.05,8.1,8.15,,,√,,แดดแรง ลมแรง น้ำสีน้ำตาลมีตะกอน,,,,,,,,,,,,,,,,,,,,,,0.1429,6.9457,0.3698,1.0339,0.9544,73.1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,10:00,,53,13.41452,100.79777,,10,M,5,,,,,,,,,,,,,,,,2.6,29.10,29.38,29.41,27.40,31.30,31.36,,,7.17,,7.07,6.28,6.227071307,6.15,,3.47,3.52,8.07,8.11,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1671,9.5749,0.141,0.8092,1.1323,112.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,10:00,,53,13.41452,100.79777,,10,B,9,,,,,,,,,,,,,,,,2.6,29.00,29.44,29.44,28.00,31.53,31.47,,,6.47,,6.535,5.96,5.975446231,6.4,,1.93,4.51,8.04,8.11,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1429,10.4513,0.1868,0.8092,1.3412,106.2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,10:50,,C42,13.42043,100.79777,,11.4,S,1,,,,,,,,6,NE,,,,,,,2,29.00,29.33,29.34,28.20,30.82,30.79,,,,,8.708,7.89,7.493059971,,,2.58,3.44,8.11,8.18,,,,,แดดแรง ลมแรง สีน้ำเขียวใส (ปกติ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,10:50,,C42,13.42043,100.79777,,11.4,M,5,,,,,,,,,,,,,,,,2,29.00,29.32,29.35,28.20,30.87,30.90,,,,,8.601,7.76,7.390837284,,,4.38,4.85,8.11,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,10:50,,C42,13.42043,100.79777,,11.4,B,10,,,,,,,,,,,,,,,,2,29.20,29.53,29.53,28.20,31.57,31.47,,,,,5.988,5.15,5.338520257,,,1.95,3.03,8.1,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,11:30,,40,13.42001,100.6662,,10.2,S,1,,,,,,,,5,NE,,,,,,,2.3,29.20,29.49,29.49,28.20,31.09,31.08,,,7.68,,8.446,7.56,7.233571612,3.1,2.5905,1.41,2,8.09,8.18,,,√,,แดดแรง ลมแรง น้ำสีเขียวใส (ปกติ),,,,,,,,,,,,,,,,,,,,,,0.0946,2.5638,0.141,3.1467,1.3417,72.6473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,11:30,,40,13.42001,100.6662,,10.2,M,5,,,,,,,,,,,,,,,,2.3,29.30,29.44,29.44,28.20,31.18,31.12,,,7.53,,8.274,7.49,7.178528626,3.6,,2.67,3.3,8.05,8.19,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0463,5.193,0.141,2.2477,1.117,87.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,11:30,,40,13.42001,100.6662,,10.2,B,9,,,,,,,,,,,,,,,,2.3,29.20,29.48,259.49,28.50,31.39,31.30,,,6.92,,6.592,6.02,6.022625933,5.85,,2.19,3.67,8.01,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1913,6.0693,0.1639,1.3486,1.0942,171.6992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,12:03,,41,13.38061,100.66611,,16.5,S,1,,,,,,,,7,NE,,,,,,,2.8,29.30,29.68,29.69,29.00,31.70,31.66,,,,,7.322,6.29,6.234934591,,,0.63,0.87,8.06,8.13,,,,,แดดแรง ลมแรง น้ำสีเขียวใส (ปกติ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,12:03,,41,13.38061,100.66611,,16.5,M,8,,,,,,,,,,,,,,,,2.8,29.40,29.61,29.61,29.00,31.77,31.66,,,,,7.018,6.26,6.21134474,,,0.77,1.08,8.05,8.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,12:03,,41,13.38061,100.66611,,16.5,B,15,,,,,,,,,,,,,,,,2.8,29.30,29.56,29.57,28.90,31.86,31.67,,,,,6.762,6.11,6.093395486,,,0.61,1.12,8.03,8.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,12:55,,42,13.33096,100.66553,,18.9,S,1,,,,,,,,6,NE,,,,,,,3.2,29.70,29.82,29.83,28.80,31.77,31.75,,,6.64,,7.028,6.39,6.313567427,8.3,0.7212,0.41,0.57,7.92,8.16,,,√,√,แดดแรง ลมแรง น้ำสีเขียวใส (ปกติ),,,,,,,,,,,,,,,,,,,,,,0.0946,6.2093,0.1639,1.6183,0.9144,71.6865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,12:55,,42,13.33096,100.66553,,18.9,M,9,,,,,,,,,,,,,,,,3.2,29.40,29.74,29.74,28.80,31.84,31.74,,,6.84,,6.989,6.39,6.313567427,11.95,,0.62,0.89,7.9,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0946,7.0856,0.1639,1.1688,1.184,83.5629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,12:55,,42,13.33096,100.66553,,18.9,B,17,,,,,,,,,,,,,,,,3.2,29.30,29.67,29.67,28.90,31.87,31.75,,,6.39,,6.806,6.22,6.179891605,5.5,,1.07,1.1,7.91,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0946,6.2093,0.141,0.8092,1.2968,68.2464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,14:10,,43,13.28282,100.666,,18.4,S,1,,,,,,,,5,NE,,,,,,,2.6,29.70,29.94,29.95,29.00,31.80,31.76,,,,,7.238,6.4,6.321430711,,,0.49,0.72,7.97,8.14,,,,,แดดแรง ลมแรง น้ำสีเขียวใส (ปกติ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,14:10,,43,13.28282,100.666,,18.4,M,9,,,,,,,,,,,,,,,,2.6,29.70,29.86,29.86,29.10,31.87,31.76,,,,,7.046,6.4,6.321430711,,,0.66,0.79,7.99,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,14:10,,43,13.28282,100.666,,18.4,B,17,,,,,,,,,,,,,,,,2.6,29.80,29.78,29.79,29.10,31.94,31.77,,,,,6.841,6.26,6.21134474,,,0.74,1.08,7.99,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,14:50,,44,13.23351,100.66726,,21.4,S,1,,,,,,,,2,NE,,,,,,,4.7,29.80,29.93,29.93,28.90,31.76,31.73,,,6.48,,6.98,6.4,6.321430711,3.4,0.6187,0.32,0.49,7.95,8.16,,,√,√,แดดแรง ลมแรง น้ำสีเขียวใส (ปกติ),,,,,,,,,,,,,,,,,,,,,,0.0946,7.5238,0.2097,1.1688,1.0035,125.1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,14:50,,44,13.23351,100.66726,,21.4,M,10,,,,,,,,,,,,,,,,4.7,29.70,29.85,29.85,28.70,31.83,31.73,,,6.33,,6.969,6.42,6.337157278,6.1,,0.57,0.72,7.9,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1429,6.7789,0.141,1.7981,1.2069,119.3825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,14:50,,44,13.23351,100.66726,,21.4,B,20,,,,,,,,,,,,,,,,4.7,29.50,29.76,29.76,28.90,31.87,31.74,,,6.94,,6.779,6.24,6.195618173,4.9,,0.76,1.28,7.94,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0463,9.3204,0.1639,1.5284,1.184,90.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,16:50,,49,13.23236,100.80066,,21.4,S,1,,,,,,,,8,NE,,,,,,,3,29.60,29.91,29.92,28.90,31.81,31.76,,,,,7.64,6.57,6.455106532,,0.9687,0.7,0.91,7.95,8.17,,,,,St.เก็บดินซ่อมอย่างเดียว แดดอ่อน ลมแรง น้ำสีเขียวใส (ปกติ),,,,,,,,,,,,,,,,,,,,,,0.0946,9.5395,0.1639,2.931,1.184,128.5767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,16:50,,49,13.23236,100.80066,,21.4,M,10,,,,,,,,,,,,,,,,3,29.50,29.91,29.90,28.70,31.89,31.76,,,,,7.253,6.56,6.447243249,,,1.2,1,7.9,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0946,8.5755,0.2326,4.6751,1.0255,187.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,27,16:50,,49,13.23236,100.80066,,21.4,B,20,,,,,,,,,,,,,,,,3,29.70,29.90,29.88,28.90,31.98,31.76,,,,,7.167,6.51,6.407926831,,,0.92,1.26,7.94,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0463,13.5709,0.1868,5.2146,1.251,144.5636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,29,10:30,,39,13.54106,100.59703,,4.9,S,1,,,,,,,,7,NE,,,,,,,1,27.90,28.74,28.74,18.70,20.28,20.21,,,4.64,,4.867,4.66,4.953219359,13.2,7.962,3.53,5.48,7.48,7.29,,,√,√,แดดแรง ลมแรง น้ำสีน้ำตาลมีตะกอนขุ่น,2227.277908,7.488288853,7.444007091,2135.95921,2113.14128,49.11423948,59.43799811,1.349175443,0.848064712,2221.693518,,,,,,,,,,,,2.51,134.2405,5.1407,71.925,16.4042,128.9712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,29,10:30,,39,13.54106,100.59703,,4.9,B,4,,,,,,,,,,,,,,,,1,28.10,27.88,27.87,19.90,29.26,29.20,,,4.85,,5.435,5.17,5.354246824,14.63,,7.01,10.3,7.6,7.84,,,,,,2172.994486,7.577329646,7.53949544,1494.136784,1997.153106,72.24384453,40.56952298,1.833334301,1.201104621,2109.966474,,,,,,,,,,,,2.2684,102.4716,4.0996,87.6586,15.8154,142.2484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,29,12:00,,38,13.48795,100.6201,,3.7,S,1,,,,,,,,8,NE,,,,,,,0.3,27.30,27.83,27.83,18.70,30.41,30.38,,,6.34,,7.089,6.33,6.266387725,40.17,4.6189,4.16,5.43,7.48,8.02,,,√,,แดดแรง ลมแรงมาก น้ำสีน้ำตาลตะกอนขุ่น ,,,,,,,,,,,,,,,,,,,,,,0.9158,11.3276,0.5071,61.1362,1.0205,137.7966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,29,12:00,,38,13.48795,100.6201,,3.7,B,2.5,,,,,,,,,,,,,,,,0.3,27.00,27.84,27.84,19.90,30.41,30.38,,,6.25,,6.73,6.32,6.258524442,49,,3.23,5.88,7.6,8.04,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9158,8.6985,0.5529,41.3569,1.0197,129.2119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,29,12:40,,37,13.42982,100.5838,,6.1,S,1,,,,,,,,8,NE,,,,,,,0.3,28.20,28.69,28.68,28.50,31.24,31.22,,,6.56,,6.507,5.99,5.999036082,33.17,1.8471,1.23,3.58,7.85,8.1,,,,,ไม่มีแดด ลมสงบ สีน้ำขุ่น มีตะกอน,,,,,,,,,,,,,,,,,,,,,,0.2879,10.2844,0.2783,30.5681,1.5044,162.2731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,29,12:40,,37,13.42982,100.5838,,6.1,M,3,,,,,,,,,,,,,,,,0.3,28.10,28.68,28.69,28.60,31.26,31.22,,,5.93,,6.334,5.98,5.991172798,28.5,,1.92,3.75,7.99,8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4086,8.8384,0.347,50.3475,1.181,107.3285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,29,12:40,,37,13.42982,100.5838,,6.1,B,5,,,,,,,,,,,,,,,,0.3,28.00,28.66,28.67,28.60,31.25,31.22,,,6.01,,6.266,5.96,5.975446231,29.88,,1.82,4.33,7.98,8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2396,9.8901,0.2554,45.4026,1.1707,157.0031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2024,11,29,13:40,,36,13.39955,100.55817,,8.7,S,1,,,,,,,,6,NE,,,,,,,0.6,28.40,28.90,28.92,28.70,31.53,31.51,,,,,6.422,6.02,6.022625933,,,3.38,3.46,7.98,8.13,,,,,แดดแรง ลมแรงมาก สีน้ำมีตะกอนขุ่น,2123.624566,8.041476871,7.983297334,446.3057017,1667.810098,184.195235,11.69104647,4.602337357,3.047050484,1863.69638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
