Cruise,Year,Month,Day,Local time (GMT+7),Area,Station,Lat,Lon,Sample_ID,Total Depth (m),Sampling level,Sampling depth (m),Sample_Type2,D50,OC %,N %,Sed_Temp (°C),Sed_pH,Sed_ORP (mV),Wind speed (m/s),Wind direction (toward-azimuth) angle,Wind direction,Air temperature (๐C),Air pressure (mbar),Sea state,Sea state remark,Cloud cover,Transparency (m),Water temperature_meter (_deg_C),Water temperature_ctd (_deg_C),Water temperature_AAQ (_deg_C),Salinity_meter (psu),Salinity_ctd (psu),Salinity_AAQ (psu),Water_Cond. (mS/cm),Density (kg/m3),DO_Titrate (mg/L),DO_meter (mg/L),DO_CTD (mg/L),DO_AAQ (mg/L),DO_CTD-Corrected (mg/L),TSS (mg/L),Chl-a_spectro (ug/L),Chl-a_ctd (ug/L),Chl-a_AAQ (ug/L),pH,pH_CTD,pH_AAQ,OA,Phytoplankton,Zooplankton,Remark,TA (umol/kgSW),pH@25C (Spectrophotometric method),"pH 
(TOTscale)",pCO2 out (uatm),HCO3 out (umol/kgSW),CO3 out (umol/kgSW),CO2 out (umol/kgSW),"Ca
saturation","Ar
saturation","DIC est.
(umol/kgSW)",Ave,SD,Ave,SD,Saturation (nmol/KgSW),Saturation anomaly (%),Ave,SD,Saturation (nmol/KgSW),Saturation anomaly (%),pN2Oair,Phosphate (uM),Silicate (uM),Nitrite (uM),Ammonia (uM),Nitrate (uM),DOC,"TDN
(uM)","TDP
(uM)","Mn
(nM)","Mo
(nM)","U
(nM)","V
(nM)","Exchangeable Ammonia
(ug/g)","Exchangeable Nitrate
(ug/g)","Exchangeable Silicate
(ug/g)","Exchangeable Phosphate
(ug/g)","Total Phosphorus
(ug/g)","Total Silicate
(ug/g)","Total Nitrogen
(ug/g)","Calcium carbonate
(ug/g)",Total Organic Content (%),Clay,Silt,Sand,Sulfide (umol-S/g),Fraction-1_NH3,Fraction-1_NO2-,Fraction-1_N_Sum,Fraction-2_NH3,Fraction-2_NO2-,Fraction-2_N_Sum,Fraction-3_NH3,Fraction-3_NO2-,Fraction-3_N_Sum,Fraction-4_NH3,Fraction-4_NO2-,Fraction-4_N_Sum,Fraction-1_Phosphorus,Fraction-2_Phosphorus,Fraction-3_Phosphorus,Fraction-4_Phosphorus
GoT,2023,5,22,6:26,,46,13.04053,100.66471,,23,B,22,,,,,,,,4,340,SE,29.4,1018,Slight/moderate,High swell,less than 1/10,7,31.20,31.50,,31.20,31.99,,,,6.97,,4.316,,6.361972665,,,,,8.08,,,,,,,2135.413986,8.117391238,8.019019848,399.7797435,1605.302346,213.9952236,9.842202331,5.351642811,3.57957921,1829.139772,1885.64244,0.302638874,5.881740393,0.61766332,5.438919926,108.1416986,5.899724444,0.619551892,5.539339401,106.505921,333,0.248,1.759,0.021,3.107,2.201,,,,19.97064313,96.27021748,12.02708866,31.55709355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,5,20,6:48,,47,13.02955,100.80762,,19.7,S,1,,,,,,,,3,282,E,31,1008,Slight/moderate,High swell,less than 1/10,4.2,31.20,31.57,,31.00,31.67,,,,5.58,,3.968,,5.965674478,,,,,8.03,,,,,,,2121.677742,8.060391438,7.962535249,469.0628533,1647.779013,191.5454465,11.54947083,4.817582609,3.219423664,1850.87393,1903.278318,0.322358668,5.783467265,0.163576858,5.445055351,106.2150316,5.800964302,0.164071736,5.544772796,104.6204149,333,0.124,4.623,0.021,2.621,2.063,,,,35.21624477,99.35451462,12.25967945,33.59009475,5.997433078,0.721039254,16.53787016,2.924191531,12.51335068,1473.419578,919.5859873,7.587149784,0.69,2.3915,33.923,63.689,,,,,,,,,,,,,,,,,
GoT,2023,5,20,6:48,,47,13.02955,100.80762,,19.7,M,9.5,,,,,,,,3,282,E,31,1008,Slight/moderate,High swell,less than 1/10,4.2,30.90,31.59,,31.10,32.04,,,,6.665,,3.951,,5.946315084,,,,,8.03,,,,,,,2123.520397,8.085676727,7.986911259,435.8856355,1623.532059,201.6972304,10.70855503,5.050830602,3.379379967,1835.937845,1899.254462,1.122608383,5.67710034,0.142666675,5.487039131,103.4638209,5.694367167,0.143100594,5.588509365,101.8942046,333,0.124,5.628,-0.021,2.427,2.576,,,,13.53886339,98.85405054,12.34806189,33.10404352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,5,20,6:48,,47,13.02955,100.80762,,19.7,B,18,,,,,,,,3,282,E,31,1008,Slight/moderate,High swell,less than 1/10,4.2,31.10,31.60,,31.30,32.07,,,,6.045,,3.945,,5.939482356,,,,,8.02,,,,,,,2160.757222,7.982978021,7.885182041,589.5268868,1738.588563,171.1542606,14.4775325,4.280613679,2.864625873,1924.220356,1902.140359,0.79272327,6.152786685,0.570527338,5.450797267,112.8786558,6.171698592,0.572280976,5.552034469,111.161028,333,0.207,4.673,-0.021,2.233,2.299,,,,14.48515111,98.70998166,12.23500459,33.4165469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,5,20,9:32,,48,13.1171,100.74068,,23,S,1,,,,,,,,3,90,W,36,1008,Slight/moderate,High swell,less than 1/10,5.5,31.20,31.46,,30.50,31.13,,,,7.485,,4.742,,6.847096308,,,,,8.09,,,,,,,2120.310444,8.147356884,8.050049696,367.5064646,1575.862531,220.2178403,9.095539598,5.563779819,3.710676409,1805.175911,1850.885228,0.901767621,5.611485723,0.123546302,5.460424196,102.7664797,5.628008731,0.123910083,5.558379596,101.2526877,333,0.165,1.357,0.063,2.136,2.271,,,,18.88224149,96.30363753,12.49679928,36.34680093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,5,20,9:32,,48,13.1171,100.74068,,23,M,11.5,,,,,,,,3,90,W,36,1008,Slight/moderate,High swell,less than 1/10,5.5,31.20,31.58,,31.10,31.75,,,,6.29,,4.452,,6.516847819,,,,,8.08,,,,,,,2110.018409,8.131430332,8.032193574,381.4720793,1575.152977,215.5803219,9.387508764,5.411229148,3.617468184,1800.120808,1879.711653,1.42069561,5.710914244,0.126395466,5.441986774,104.9417149,5.728283915,0.126779896,5.542055433,103.3602782,333,0.124,1.206,-0.042,2.524,2.042,,,,11.16938576,103.7234943,13.01206254,35.63472084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,5,20,9:32,,48,13.1171,100.74068,,23,B,22,,,,,,,,3,90,W,36,1008,Slight/moderate,High swell,less than 1/10,5.5,31.20,31.49,,31.20,31.84,,,,6.45,,4.113,,6.130798723,,,,,8.07,,,,,,,2153.412975,8.109456021,8.01141216,412.9851558,1628.51193,212.4202999,10.17837232,5.319130223,3.556147117,1851.110603,1885.890479,0.04975274,5.449244418,0.099670532,5.438919926,100.1898261,5.465906066,0.099975285,5.539339401,98.67433047,333,0.083,2.111,0.021,3.01,1.979,,,,26.23309701,94.87590522,11.62907287,32.41879045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,5,20,11:02,,49,13.23257,100.80013,,19.7,S,1,,,,,,,,5,90,W,39,1008,Slight/moderate,High swell,less than 1/10,6.2,31.20,31.49,,29.70,30.35,,,,6.385,,4.593,,6.677416912,,,,,8.08,,,,,,,2120.166587,8.122843139,8.025369181,398.4963622,1607.253638,208.2999073,9.893299903,5.300090773,3.526391087,1825.446845,1870.318588,0.119961373,5.914405215,0.351115398,5.485104586,107.8266626,5.93105107,0.352103598,5.580219921,106.2870488,333,0.455,6.884,-0.042,2.524,2.042,,,,25.46171874,98.78756059,12.13463489,41.50433009,7.70711199,0.265097661,30.62843562,7.474754908,19.29782196,3214.708378,2340.446683,2.655988812,2.23,2.3175,44.026,53.658,,,,,,,,,,,,,,,,,
GoT,2023,5,20,11:02,,49,13.23257,100.80013,,19.7,M,9.5,,,,,,,,5,90,W,39,1008,Slight/moderate,High swell,less than 1/10,6.2,30.90,31.12,,29.70,30.39,,,,6.83,,4.285,,6.32667024,,,,,8.05,,,,,,,2099.579847,8.100486995,8.008557344,413.6779571,1609.998626,198.436032,10.35427849,5.035301452,3.346838653,1818.788936,1869.954655,1.052725727,5.988730856,0.236072828,5.530565253,108.2842455,6.005585896,0.236737245,5.627044015,106.7271889,333,0.455,5.075,0.188,2.913,2.201,,,,15.89793381,97.52371542,12.02680945,41.92200639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,5,20,11:02,,49,13.23257,100.80013,,19.7,B,18.5,,,,,,,,5,90,W,39,1008,Slight/moderate,High swell,less than 1/10,6.2,31.10,31.43,,31.10,31.66,,,,5.505,,3.512,,5.446387198,,,,,8.01,,,,,,,2113.3113,8.064637244,7.968128364,459.2067586,1637.605035,192.087383,11.34127424,4.81890823,3.219364134,1841.033692,1893.705387,0.538875471,5.661719102,0.412988686,5.456948493,103.7524747,5.678939148,0.414244786,5.557482671,102.1854585,333,0.248,3.417,-0.021,3.204,2.021,,,,60.85278478,97.82566323,12.27686973,35.23543848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,5,20,12:56,,50,13.28293,100.80646,,16.9,S,1,,,,,,,,3,90,W,33,1008,Slight/moderate,,less than 1/10,5.2,31.40,,,29.20,,,,,,,4.5,,6.571509638,,,,,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,5,20,12:56,,50,13.28293,100.80646,,16.9,M,8,,,,,,,,3,90,W,33,1008,Slight/moderate,,less than 1/10,5.2,31.10,,,29.20,,,,,,,4.179,,6.205958724,,,,,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,5,20,12:56,,50,13.28293,100.80646,,16.9,B,16,,,,,,,,3,90,W,33,1008,Slight/moderate,,less than 1/10,5.2,31.30,,,30.90,,,,,,,3.429,,5.351867803,,,,,8.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,5,20,13:47,,51,13.33272,100.80749,,15.8,S,1,,,,,,,,5,117,NW,34,1008,Slight/moderate,,less than 1/10,5.7,31.40,31.54,,28.80,29.96,,,,6.145,,4.196,,6.225318118,,,,,8.03,,,,,,,2137.149412,8.049805717,7.952592573,495.8944054,1687.372027,183.4693977,12.32111039,4.684925716,3.113588005,1883.162535,1914.827142,,6.012808182,0.088850555,5.482802158,109.6666998,6.028845429,0.089087535,5.573807214,108.1638671,333,1.322,13.166,2.979,4.563,2.965,,,,44.33152671,95.32625682,12.20144354,47.77583898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,5,20,13:47,,51,13.33272,100.80749,,15.8,M,7.5,,,,,,,,5,117,NW,34,1008,Slight/moderate,,less than 1/10,5.7,31.20,31.52,,29.20,30.06,,,,6.7265,,4.019,,6.023752661,,,,,8.04,,,,,,,2129.983925,8.058028127,7.960677569,482.2600734,1673.785326,185.8589524,11.98021764,4.737791078,3.149843086,1871.624496,1914.44142,0.085463754,5.762009366,0.117152431,5.500586419,104.7526377,5.777755595,0.117472581,5.593913655,103.2864637,333,0.868,12.513,2.042,3.786,2.681,,,,24.19280679,103.6268785,13.27273438,47.58932687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,5,20,13:47,,51,13.33272,100.80749,,15.8,B,15,,,,,,,,5,117,NW,34,1008,Slight/moderate,,less than 1/10,5.7,31.40,31.46,,30.70,31.54,,,,4.27,,2.304,,4.070731422,,,,,7.92,,,,,,,2143.728009,7.967858861,7.872392173,609.2272532,1740.908294,163.4486574,15.04509116,4.107231292,2.743111098,1919.402042,1947.273745,0.061147059,5.101537943,0.105683079,5.424437086,94.04732438,5.116724603,0.105997685,5.522179587,92.65770016,333,0.661,11.055,0.229,4.272,2.215,,,,63.09434659,92.39069287,11.5494591,35.87226337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,5,20,14:29,,52,13.36762,100.80199,,14,S,1,,,,,,,,5,280,W,33,1008,Slight/moderate,,less than 1/10,4.7,31.40,31.66,,28.40,29.21,,,,6.755,,4.535,,6.611367214,,,,,8.07,,,,,,,2105.689453,8.073855117,7.974528791,463.4802579,1650.12515,185.8888872,11.52657338,4.780774904,3.170068301,1847.54061,1890.501542,0.396782364,5.906175382,0.193542745,5.495169299,107.4794071,5.921539634,0.194046225,5.584737504,106.0307603,333,1.612,12.261,2.938,2.913,3.118,,,,29.65190509,105.5619381,13.34301557,52.4199074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,5,20,14:29,,52,13.36762,100.80199,,14,M,7,,,,,,,,5,280,W,33,1008,Slight/moderate,,less than 1/10,4.7,31.30,31.60,,29.10,30.04,,,,6.3,,3.959,,5.955425387,,,,,8.03,,,,,,,2128.206269,8.084095559,7.9852667,449.7126097,1650.797003,194.4170294,11.15342019,4.958404238,3.2971449,1856.367453,1925.513978,0.080630679,5.687730154,0.143299118,5.488588588,103.6282837,5.703180246,0.143688374,5.581111233,102.1871812,333,1.322,12.563,2.854,2.621,3.257,,,,49.7786855,87.77033366,11.12239492,43.91390964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,5,20,14:29,,52,13.36762,100.80199,,14,B,13,,,,,,,,5,280,W,33,1008,Slight/moderate,,less than 1/10,4.7,31.10,31.44,,30.40,31.24,,,,3.85,,1.875,,3.582191415,,,,,7.92,,,,,,,2164.602027,7.956318295,7.861458056,636.1175006,1769.852584,160.6996163,15.74026767,4.049518998,2.701919053,1946.292468,1971.077063,1.427162102,4.717584231,0.128263087,5.478532478,86.11036349,4.731398677,0.128638678,5.576593489,84.84388697,333,0.992,14.623,0.771,6.699,2.174,,,,68.54049786,98.4782776,12.4457214,40.48264424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,5,20,15:14,,53,13.36615,100.86411,,9.3,S,1,,,,,,,,5,90,E,35,1008,Slight/moderate,,2/10 to 3/10,1.3,31.60,32.03,,27.10,27.77,,,,6.505,,4.315,,6.360833877,,,,,8.14,,,,,,,2072.354457,8.148760852,8.042922834,382.7029947,1576.609596,202.8547299,9.505291937,5.291625981,3.493523826,1788.969617,1839.206632,0.645336761,5.665982334,0.186563699,5.505248228,102.9196523,5.679502095,0.187008864,5.589255132,101.614651,333,1.446,6.03,0.958,3.204,2.875,,,,25.16921096,90.36677772,11.66920548,51.62274028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,5,20,15:14,,53,13.36615,100.86411,,9.3,M,4.5,,,,,,,,5,90,E,35,1008,Slight/moderate,,2/10 to 3/10,1.3,31.00,31.12,,28.10,29.45,,,,5.175,,3.704,,5.665034474,,,,,8.07,,,,,,,2102.66054,8.064235935,7.97296005,463.78037,1653.113659,183.161986,11.66275644,4.689589227,3.106746171,1847.938402,1868.558886,0.504912426,5.702627481,0.310653034,5.565364393,102.466381,5.717180056,0.311445792,5.655599934,101.0888345,333,1.322,8.995,0.938,2.33,2.285,,,,26.83066234,93.91977279,11.84566868,47.87308758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,5,20,15:14,,53,13.36615,100.86411,,9.3,B,8,,,,,,,,5,90,E,35,1008,Slight/moderate,,2/10 to 3/10,1.3,30.90,31.19,,28.80,29.75,,,,4.835,,3.247,,5.144608406,,,,,8.03,,,,,,,2102.36923,8.027255588,7.935249789,512.8866032,1678.925738,172.3720735,12.85677901,4.400879493,2.919426931,1864.15459,1905.26898,1.700407961,5.889047951,0.527474534,5.558728401,105.9423582,5.904755107,0.528881404,5.651956401,104.4727646,333,1.281,11.658,1.313,3.592,2.16,,,,89.86681445,95.51424729,12.10957446,47.79728001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,5,20,15:57,,54,13.39007,100.88356,,5.6,S,1,,,,,,,,5,120,W,35,1008,Slight/moderate,,2/10 to 3/10,1.3,31.80,,,27.00,,,,,,,4.475,,6.54303994,,,,,8.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,5,20,15:57,,54,13.39007,100.88356,,5.6,M,2.5,,,,,,,,5,120,W,35,1008,Slight/moderate,,2/10 to 3/10,1.3,31.40,,,27.40,,,,,,,3.647,,5.600123564,,,,,8.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,5,20,15:57,,54,13.39007,100.88356,,5.6,B,5,,,,,,,,5,120,W,35,1008,Slight/moderate,,2/10 to 3/10,1.3,30.90,,,28.20,,,,,,,3.271,,5.171939316,,,,,8.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,5,20,18:14,,55,13.42863,100.91084,,4.9,S,1,,,,,,,,3,100,W,34,1008,Slight/moderate,High swell,2/10 to 3/10,0.3,31.00,31.39,,26.80,27.28,,,,5.905,,4.098,,6.113716904,,,,,8.11,,,,,,,2060.235287,8.115832813,8.02003492,409.4796738,1600.467498,188.4336174,10.34343449,4.924438179,3.237468079,1799.24455,1843.813281,0.634091642,5.674636792,0.089499593,5.606330364,101.2183803,5.687893545,0.089708677,5.691786658,99.93160122,333,1.694,6.884,1.521,19.126,10.979,,,,42.71264328,90.74087755,11.51481553,49.7723382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,5,20,18:14,,55,13.42863,100.91084,,4.9,B,4,,,,,,,,3,100,W,34,1008,Slight/moderate,High swell,2/10 to 3/10,0.3,30.90,31.37,,27.00,27.58,,,,5.975,,3.804,,5.778913263,,,,,8.13,,,,,,,2090.929244,8.112263436,8.016658091,417.9172586,1624.854706,191.2721723,10.54535436,4.983189604,3.280157634,1826.672233,1846.878341,1.299512357,5.907968976,0.056109129,5.615485474,105.2085167,5.921967784,0.056242079,5.702112342,103.8556841,333,1.942,7.839,1.313,13.204,10.354,,,,122.5452843,89.21732655,11.60833211,49.62616696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,5,20,16:52,,56,13.45012,100.94324,,5.7,S,1,,,,,,,,3,70,W,35,1008,Slight/moderate,High swell,2/10 to 3/10,0.3,32.50,33.39,,25.20,26.73,,,,11.435,,5.222,,7.393714497,,,,,8.22,,,,,,,2056.439181,8.199484488,8.072532233,352.6342506,1531.882249,215.3238446,8.54173372,5.702376632,3.765122378,1755.747828,1790.639433,1.165160655,7.584598164,0.131203574,5.429153721,139.701297,7.600279789,0.131474845,5.502602466,138.1215495,333,1.901,7.286,4.896,4.757,12.604,,,,79.34348522,86.90265091,11.70095547,51.76581534,19.12917877,0.266389374,27.82448784,7.685979954,21.13419636,2539.55,1662.471017,0.267156315,1.64,3.0715,46.225,50.7075,,,,,,,,,,,,,,,,,
GoT,2023,5,20,16:52,,56,13.45012,100.94324,,5.7,M,2.5,,,,,,,,3,70,W,35,1008,Slight/moderate,High swell,2/10 to 3/10,0.3,33.00,33.53,,25.90,27.56,,,,8.74,,3.791,,5.764109021,,,,,7.98,,,,,,,2041.688236,7.995854151,7.870688363,608.9193778,1671.267682,151.6877177,14.64811535,3.987757625,2.643906103,1837.603515,1875.511493,0.297896309,9.482927643,0.279775795,5.334951585,177.7509597,9.503652359,0.280387239,5.408957669,175.7021027,333,2.19,14.07,9.479,5.534,20.799,,,,16.05538502,88.48670293,11.85580008,45.94355226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,5,20,16:52,,56,13.45012,100.94324,,5.7,B,4.5,,,,,,,,3,70,W,35,1008,Slight/moderate,High swell,2/10 to 3/10,0.3,33.20,33.48,,26.90,28.09,,,,6.435,,2.906,,4.756281734,,,,,7.68,,,,,,,2011.603562,7.706991373,7.591556755,1241.185954,1798.825385,86.9205769,29.81518971,2.273003422,1.510087205,1915.561152,1940.994525,,10.28061698,0.096979493,5.276543788,194.8361919,10.30480539,0.097207668,5.353287886,192.4948855,333,2.975,23.166,11.396,4.563,32.215,,,,793.5510398,83.35817336,12.44684044,50.90643102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,11,8,11:05,,1,13.26499,99.94324,,1.8,S,0.5,,,,,,,,,,,,,,,,0.3,31.50,31.67,,5.40,5.68,,,,3.97,,3.43,,3.94,20.17,,7.18,,7.48,,,,,,,2316.962998,7.831113028,7.707915534,1097.130664,2032.546663,120.3882642,26.54383375,3.233476063,2.124030126,2179.478761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,10,31,11:25,,2,13.27818,100.01524,,4.2,S,1,,,,,,,,,,,24,,,,,3.1,29.30,30.08,,22.20,24.41,,,,4.19,,4.42,,4.64,9.36,,3.04,,7.8,,,,,,,2285.8,7.813,7.741296495,999.3779401,2024.6172,110.6201574,26.38352618,2.948316754,1.904503821,2161.620884,,,,,,,,,,,,2.799,54.404,0.858,5.441,6.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,10,31,11:25,,2,13.27818,100.01524,,,B,3,,,,,,,,,,,24,,,,,3.1,29.40,30.07,,22.40,24.64,,,,4.23,,4.45,,4.66,7.5,,2.09,,7.82,,,,,,,2299.5,7.806,7.730495639,1024.891106,2035.019025,111.768163,26.79257544,2.962656336,1.922299148,2173.579763,,,,,,,,,,,,2.717,53.498,0.816,4.735,8.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,10,31,14:46,,3,13.26457,100.06615,,8.9,S,1,,,,,,,,,,,28,,,,,2.5,29.60,29.89,,20.80,23.59,,,,7.60,,8.43,,7.46,7.33,,13.64,,8.38,,,,,,,2232.225212,8.277008673,8.201978892,281.7556225,1638.620162,250.7943846,7.503506148,6.726788022,4.324018892,1896.918053,,,,,,,,,,,,1.564,40.803,0.209,14.307,2.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,10,31,14:46,,3,13.26457,100.06615,,,M,4,,,,,,,,,,,28,,,,,2.5,29.60,29.86,,20.70,23.91,,,,7.83,,7.43,,6.75,4.71,,7.09,,8.27,,,,,,,2238.846528,8.245623171,8.171128122,307.2394516,1669.897064,240.1588494,8.1732448,6.419968436,4.133759783,1918.229158,,,,,,,,,,,,1.523,40.803,0.272,6.952,1.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,10,31,14:46,,3,13.26457,100.06615,,,B,8,,,,,,,,,,,28,,,,,2.5,30.00,30.72,,26.40,31.60,,,,1.64,,0.23,,1.68,7.71,,2.62,,7.74,,,,,,,2219.821475,7.651569822,7.573828694,1383.475122,1995.454005,91.85279108,34.73124808,2.303555562,1.534777825,2122.038044,,,,,,,,,,,,2.264,48.51,0.188,4.937,6.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,10,31,16:10,,4,13.28777,100.134,,12,S,1,,,,,,,,,,,28,,,,,2.7,29.70,30.05,,19.90,23.39,,,,7.14,,7.11,,6.53,4,,4.07,,8.53,,,,,,,2107.501979,8.342387524,8.264257466,221.4027295,1482.006066,261.8455798,5.879255632,7.040673741,4.523290904,1749.730902,,,,,,,,,,,,2.387,46.697,2.343,7.053,2.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,10,31,16:10,,4,13.28777,100.134,,,M,6,,,,,,,,,,,28,,,,,2.7,30.40,30.67,,26.30,28.52,,,,1.66,,2.74,,3.45,3.8,,3.74,,7.98,,,,,,,2208.950623,7.716203179,7.637925787,1201.825503,1974.177775,97.18733121,30.66743084,2.504136646,1.650832559,2102.032537,,,,,,,,,,,,1.111,29.469,0.397,4.03,6.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,10,31,16:10,,4,13.28777,100.134,,,B,11,,,,,,,,,,,28,,,,,2.7,30.30,30.73,,26.30,31.93,,,,1.72,,0.07,,1.56,4.65,,1.24,,7.96,,,,,,,2176.059278,7.634482291,7.557004412,1410.835998,1961.09027,87.5768411,35.35574229,2.18921109,1.460021445,2084.022854,,,,,,,,,,,,2.182,45.79,0.356,8.362,4.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,10,31,15:23,,5,13.29712,100.08273,,7.5,S,1,,,,,,,,,,,28,,,,,2.3,29.60,29.89,,20.70,23.28,,,,8.01,,7.76,,6.99,2.7,,101.95,,8.55,,,,,,,2178.304587,8.416496393,8.340137174,182.7030245,1456.405473,303.7682757,4.872403163,8.169543753,5.242984377,1765.046152,,,,,,,,,,,,1.194,30.829,0.105,2.821,4.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,10,31,15:23,,5,13.29712,100.08273,,,M,3.5,,,,,,,,,,,28,,,,,2.3,29.70,29.87,,20.80,23.73,,,,6.05,,7.83,,7.03,4.3,,101.31,,8.49,,,,,,,2193.969057,8.278027021,8.203207042,274.9408006,1606.183098,247.4429204,7.319932819,6.625665827,4.262193894,1860.945951,,,,,,,,,,,,1.235,36.723,0.251,2.418,1.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,10,31,15:23,,5,13.29712,100.08273,,,B,7,,,,,,,,,,,28,,,,,2.3,30.20,30.78,,26.80,31.34,,,,1.29,,5.85,,5.64,17.18,,102.05,,7.92,,,,,,,2218.950189,7.604281244,7.527416589,1558.309694,2016.384339,83.03349167,39.12022294,2.087831659,1.390233923,2138.538053,,,,,,,,,,,,2.634,49.417,0.293,8.262,1.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,10,31,12:31,,6,13.3358,100.00144,,2.8,S,1,,,,,,,,,,,26,,,,,1.1,29.50,30.09,,20.50,21.70,,,,3.93,,3.89,,4.26,9.75,,1.95,,7.45,,,,,,,2350.2,7.683,7.615345139,1462.347571,2160.707782,81.64917271,39.12258258,2.229197477,1.418851801,2281.479537,,,,,,,,,,,,3.087,63.925,0.774,6.045,9.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,10,31,13:07,,7,13.36745,99.99743,,6.3,S,1,,,,,,,,,,,26,,,,,0.5,28.90,29.56,,14.20,15.71,,,,3.88,,3.62,,4.07,32.19,,3.45,,7.42,,,,,,,2566.982079,7.545735628,7.491778053,2347.560521,2441.147003,56.43698776,65.53121822,1.628488018,0.995574695,2563.115209,,,,,,,,,,,,3.869,82.513,1.318,9.269,23.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,10,31,13:07,,7,13.36745,99.99743,,,M,3,,,,,,,,,,,26,,,,,0.5,29.00,29.58,,16.00,16.72,,,,3.69,,3.49,,3.98,35.71,,3.17,,7.44,,,,,,,2450.579159,7.580618173,7.524637828,2037.891514,2315.996929,59.73810961,56.57265517,1.705476129,1.050034122,2432.307694,,,,,,,,,,,,3.705,75.259,1.276,9.068,20.631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoT,2023,10,31,13:07,,7,13.36745,99.99743,,,B,5,,,,,,,,,,,26,,,,,0.5,29.10,29.63,,16.30,17.82,,,,3.54,,3.45,,3.95,74.37,,3.34,,7.46,,,,,,,2412.736239,7.635045099,7.576037021,1741.443751,2258.230593,68.06188434,48.01919842,1.921714113,1.192228146,2374.311676,,,,,,,,,,,,3.54,72.539,1.067,6.347,14.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
